date,비거주 복지시설 운영업,영상 및 음향기기 제조업,음식점업,담배 제조업,수도사업,"도축, 육류 가공 및 저장 처리업",수산물 가공 및 저장 처리업,"과실, 채소 가공 및 저장 처리업",동물성 및 식물성 유지 제조업,자가 소비를 위한 가사 생산 활동,낙농제품 및 식용빙과류 제조업,"곡물가공품, 전분 및 전분제품 제조업",기타 식품 제조업,동물용 사료 및 조제식품 제조업,알콜음료 제조업,비알콜음료 및 얼음 제조업,방적 및 가공사 제조업,직물직조 및 직물제품 제조업,편조원단 및 편조제품 제조업,"섬유제품 염색, 정리 및 마무리 가공업",기타 섬유제품 제조업,봉제의복 제조업,모피가공 및 모피제품 제조업,편조의복 제조업,의복 액세서리 제조업,"가죽, 가방 및 유사제품 제조업",신발 및 신발부분품 제조업,제재 및 목재 가공업,나무제품 제조업,코르크 및 조물 제품 제조업,"펄프, 종이 및 판지 제조업","골판지, 종이 상자 및 종이 용기 제조업",기타 종이 및 판지 제품 제조업,인쇄 및 인쇄관련 산업,기록매체 복제업,코크스 및 연탄 제조업,석유 정제품 제조업,기초화학물질 제조업,비료 및 질소화합물 제조업,합성고무 및 플라스틱 물질 제조업,기타 화학제품 제조업,화학섬유 제조업,기초 의약물질 및 생물학적 제제 제조업,의약품 제조업,의료용품 및 기타 의약관련제품 제조업,고무제품 제조업,플라스틱제품 제조업,유리 및 유리제품 제조업,도자기 및 기타 요업제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업",기타 비금속 광물제품 제조업,1차 철강 제조업,1차 비철금속 제조업,금속 주조업,"구조용 금속제품, 탱크 및 증기발생기 제조업",무기 및 총포탄 제조업,기타 금속가공제품 제조업,반도체 제조업,전자부품 제조업,컴퓨터 및 주변장치 제조업,통신 및 방송 장비 제조업,마그네틱 및 광학 매체 제조업,의료용 기기 제조업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","안경, 사진장비 및 기타 광학기기 제조업",시계 및 시계부품 제조업,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일차전지 및 축전지 제조업,절연선 및 케이블 제조업,전구 및 조명장치 제조업,가정용 기기 제조업,기타 전기장비 제조업,일반 목적용 기계 제조업,특수 목적용 기계 제조업,자동차용 엔진 및 자동차 제조업,자동차 차체 및 트레일러 제조업,자동차 부품 제조업,선박 및 보트 건조업,철도장비 제조업,"항공기,우주선 및 부품 제조업",그외 기타 운송장비 제조업,가구 제조업,귀금속 및 장신용품 제조업,악기 제조업,운동 및 경기용구 제조업,"인형,장난감 및 오락용품 제조업",그외 기타 제품 제조업,전기업,가스 제조 및 배관공급업,"증기,냉온수 및 공기조절 공급업","하수, 폐수 및 분뇨 처리업",폐기물 수집운반업,폐기물 처리업,금속 및 비금속 원료 재생업,환경 정화 및 복원업,건물 건설업,토목 건설업,기반조성 및 시설물 축조관련 전문공사업,건물설비 설치 공사업,전기 및 통신 공사업,실내건축 및 건축마무리 공사업,건설장비 운영업,자동차 판매업,자동차 부품 및 내장품 판매업,모터사이클 및 부품 판매업,상품 중개업,산업용 농축산물 및 산동물 도매업,음·식료품 및 담배 도매업,가정용품 도매업,기계장비 및 관련 물품 도매업,"건축자재, 철물 및 난방장치 도매업",기타 전문 도매업,상품 종합 도매업,종합 소매업,음·식료품 및 담배 소매업,정보통신장비 소매업,"섬유, 의복, 신발 및 가죽제품 소매업",기타 가정용품 소매업,"문화, 오락 및 여가 용품 소매업",연료 소매업,기타 상품 전문 소매업,무점포 소매업,철도운송업,육상 여객 운송업,도로 화물 운송업,소화물 전문 운송업,파이프라인 운송업,해상 운송업,내륙 수상 및 항만내 운송업,정기 항공 운송업,부정기 항공 운송업,보관 및 창고업,기타 운송관련 서비스업,숙박시설 운영업,기타 숙박업,주점 및 비알콜음료점업,"서적, 잡지 및 기타 인쇄물 출판업",소프트웨어 개발 및 공급업,"영화, 비디오물, 방송프로그램 제작 및 배급업",오디오물 출판 및 원판 녹음업,라디오 방송업,텔레비전 방송업,우편업,전기통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",기타 정보 서비스업,은행 및 저축기관,투자기관,기타 금융업,보험업,재 보험업,연금 및 공제업,금융지원 서비스업,보험 및 연금관련 서비스업,부동산 임대 및 공급업,부동산 관련 서비스업,운송장비 임대업,개인 및 가정용품 임대업,산업용 기계 및 장비 임대업,무형재산권 임대업,자연과학 및 공학 연구개발업,인문 및 사회과학 연구개발업,법무관련 서비스업,회계 및 세무관련 서비스업,광고업,시장조사 및 여론조사업,"회사본부, 지주회사 및 경영컨설팅 서비스업","건축기술, 엔지니어링 및 관련기술 서비스업",기타 과학기술 서비스업,수의업,전문디자인업,사진 촬영 및 처리업,"그외 기타 전문, 과학 및 기술 서비스업",사업시설 유지관리 서비스업,건물·산업설비 청소 및 방제 서비스업,조경 관리 및 유지 서비스업,인력공급 및 고용알선업,여행사 및 기타 여행보조 서비스업,"경비, 경호 및 탐정업",기타 사업지원 서비스업,입법 및 일반 정부 행정,사회 및 산업정책 행정,외무 및 국방 행정,사법 및 공공질서 행정,사회보장 행정,초등 교육기관,중등 교육기관,고등 교육기관,"특수학교, 외국인학교 및 대안학교",일반 교습 학원,기타 교육기관,교육지원 서비스업,병원,의원,공중 보건 의료업,기타 보건업,거주 복지시설 운영업,창작 및 예술관련 서비스업,"도서관, 사적지 및 유사 여가관련 서비스업",스포츠 서비스업,유원지 및 기타 오락관련 서비스업,산업 및 전문가 단체,노동조합,기타 협회 및 단체,기계 및 장비 수리업,자동차 및 모터사이클 수리업,개인 및 가정용품 수리업,"미용, 욕탕 및 유사 서비스업",그외 기타 개인 서비스업,가구내 고용활동,자가 소비를 위한 가사 서비스 활동,국제 및 외국기관
2010-03,48046,33068,27034,0,208,7183,3422,2683,611,,2576,1848,28596,1195,1588,1539,2072,4941,1416,11312,5690,6741,615,406,1428,3981,1924,1589,6277,109,4786,9968,5483,19827,296,75,640,4086,674,10549,23252,1258,3852,13568,1387,5776,41333,5355,2586,6336,3960,5469,6278,3488,18553,199,47121,62240,67039,6152,22410,972,6694,14626,4332,448,23758,1228,5523,10442,6753,7377,50189,49039,22859,1219,34742,116,722,114,509,14212,1004,698,1544,696,10945,3983,3639,1342,2116,7526,1025,2915,49,3035,1680,654,550,1080,385,1262,1481,4108,317,4886,3666,19075,23710,25011,10050,21705,9192,8138,4034,7411,3855,4835,2591,7354,10765,3023,0,55303,5482,2558,344,303,241,,14,6898,25715,3035,624,856,8415,21671,1749,378,51,1103,154,35044,7227,1803,5884,17758,34,1972,222,8,75,602,658,10686,52234,624,303,1525,1,12151,1710,6147,8102,1491,183,6446,44911,10170,364,927,387,1980,6631,20332,749,29732,1745,11085,5810,24463,10001,495,705,190,25048,18915,2537,839,5903,8470,267,44306,42383,425,1936,21974,1555,5099,15068,1435,1876,80,9016,3835,16027,4876,2571,12182,376,30,0
2010-04,49355,33920,27351,0,206,7184,3444,2704,617,,2628,1855,28478,1179,1600,1550,2068,4998,1432,11301,5733,6680,622,392,1422,3967,1960,1584,6264,112,4796,10089,5478,19959,288,74,627,4091,687,10637,23455,1272,3870,13769,1406,5800,41777,5400,2606,6241,3961,5515,6332,3534,18571,205,47670,63304,67942,6233,22655,995,6883,14728,3682,450,24007,1265,5558,10959,6896,7437,50593,49568,22939,1218,34969,111,726,105,518,14191,1008,715,1551,712,11083,3966,3659,1342,2095,7480,1023,2993,54,3013,1697,619,540,1094,405,1258,1490,4129,318,4868,3687,19119,23944,25199,10083,21873,9217,8235,4027,7543,3854,4917,2608,7349,10913,3105,0,55302,5565,2576,345,303,245,,14,6938,25943,3055,612,858,8442,22152,1723,382,52,1104,170,34967,7274,1840,5943,17804,35,1980,227,8,76,613,686,10802,52245,638,305,1543,2,12900,1741,6158,8092,1580,202,7879,45216,10227,378,956,417,2009,6980,21289,817,30412,1771,10550,5717,33050,10337,520,735,189,25912,20096,3008,874,6112,8530,279,45121,42913,446,1916,22441,1571,5191,15544,1445,2002,82,9119,3828,16013,4955,2587,12330,388,27,0
2010-05,50141,34640,27288,0,204,7397,3423,2714,624,,2638,1857,28719,1185,1588,1541,2052,5003,1442,11286,5761,6764,602,408,1438,3978,1967,1565,6258,114,4852,10134,5388,19964,287,73,626,4124,694,10700,23682,1273,3867,13701,1414,5717,42122,5403,2663,6312,3982,5552,6320,3515,18568,204,48049,63618,68459,6206,22761,1005,6932,14930,3790,442,24227,1291,5649,11211,6975,7424,50881,50149,22923,1218,35235,110,725,106,525,14329,1018,705,1588,656,11097,3980,3661,1339,2105,7499,1039,3015,69,3029,1719,615,499,1111,425,1265,1528,4155,305,4866,3734,19123,24139,25530,10163,21885,9176,9017,4028,7492,3858,4914,2625,7362,11127,3124,0,55467,5672,2599,345,295,236,,13,6844,24989,3061,606,872,8542,22910,1837,371,54,1091,172,34825,7342,1830,5395,17829,37,2012,232,7,76,635,696,11078,52448,648,299,1565,1,13488,1775,6124,8118,1855,201,8319,45447,10343,391,974,409,1955,7675,21771,868,31236,1775,11236,6315,33298,10658,516,749,198,26525,20387,3231,875,6219,8561,299,45475,43116,460,1906,22899,1619,5686,15642,1452,2168,82,9099,3922,16100,5042,2570,12440,392,36,0
2010-06,51076,34282,27201,0,203,7381,3469,2737,626,,2618,1846,28711,1162,1589,1554,2064,5033,1477,11317,5761,6787,609,423,1451,4003,1960,1577,6254,115,4844,10276,5414,20066,289,72,625,4144,682,10766,23872,1271,3864,13794,1408,5788,41810,5374,2670,6333,4005,5561,6402,3558,18683,201,48450,64198,69926,6289,22612,1011,6975,15145,3862,464,24473,1341,5752,11361,7038,7436,51398,50604,22940,1232,35538,108,689,110,536,14278,1011,712,1556,662,11097,3997,3662,1345,2114,7497,1039,3040,51,3027,1725,612,490,1118,422,1262,1549,4182,306,4966,3827,19304,24111,25589,10223,21960,9156,8983,4067,9340,3869,4908,2641,7347,11183,3224,0,55450,5719,2604,345,298,239,,17,6983,25253,3047,618,905,8537,23118,1875,365,54,1059,173,35543,7306,1917,5366,17860,35,2047,236,6,76,644,692,11168,51778,664,301,1596,2,13648,1794,6118,8050,1817,222,7602,45590,10300,414,982,396,1953,8913,21768,869,31583,1783,11337,6285,29392,10688,525,731,200,27082,20696,3332,859,6205,8575,294,45916,43371,460,1940,23493,1617,5859,15719,1462,2178,86,9084,3922,16155,5078,2594,12600,418,35,0
2010-07,52126,34300,27337,0,203,7463,3509,2746,618,,2689,1896,28826,1174,1609,1588,2062,5071,1449,11413,5799,6628,603,432,1484,3987,1993,1569,6190,104,4844,10315,5458,20173,290,73,624,4152,676,10829,23898,1279,3863,13765,1462,5856,42066,5452,2717,6330,4039,5567,6385,3583,18939,209,48665,62416,70583,6272,22573,1057,7067,15331,3924,470,24386,1353,5783,11342,7030,7410,51958,51192,22965,1235,35812,98,713,104,531,14339,1003,726,1580,661,11165,3996,3741,1345,2111,7487,1048,3032,37,2957,1699,631,475,1164,397,1347,1554,4234,310,5050,3890,19266,24246,25708,10271,22097,9161,9129,4193,9391,3909,4947,2708,7416,11208,3682,0,55402,5766,2610,345,306,258,,18,7055,25247,3040,602,943,8504,23326,1929,366,53,1120,170,35117,7429,1955,5401,17912,29,2063,235,8,75,669,713,11222,52046,663,299,1592,2,13753,1799,6082,8081,1789,197,8030,45476,10765,423,1012,384,1985,9053,22655,901,32204,1806,11314,6352,30174,10580,552,685,198,26427,19763,2786,826,6284,8628,293,46081,43891,464,1948,24035,1638,5903,15736,1459,2175,85,9019,4085,16278,5075,2596,12543,404,42,0
2010-08,52933,34280,27482,0,204,7408,3512,2810,621,,2633,1913,29066,1158,1614,1577,2076,5118,1447,11456,5877,6749,603,441,1528,3980,2017,1572,6114,104,4868,10395,5485,20190,284,74,628,4171,674,10909,23985,1266,3859,13709,1464,5863,42256,5438,2693,6293,4023,5593,6367,3626,19029,225,48771,63385,71388,6355,22559,1062,7120,15451,3921,473,24077,1353,5787,11728,7186,7392,52291,51563,22957,1230,35958,97,706,105,525,14244,997,723,1572,664,11109,3902,3733,1340,2114,7493,1060,3009,34,2977,1689,628,490,1092,428,1345,1564,4295,315,5088,3878,19456,24198,25866,10296,22266,9201,12181,4332,9377,3910,4936,2678,7403,11248,3654,0,55080,5729,2648,345,300,251,,16,7147,25173,3135,598,950,8448,23477,2009,360,53,1122,169,35010,7433,1947,5470,17917,23,2076,238,8,75,669,722,11200,52047,690,309,1598,1,13911,1827,6096,8043,1836,183,8066,45274,10711,423,1019,394,2024,9847,22870,949,32397,1780,11079,6604,29208,10599,541,692,204,26083,19735,2718,825,6231,8523,282,46110,43810,461,1971,24365,1643,5783,15631,1450,2193,84,8970,4082,16346,5055,2594,11993,413,53,0
2010-09,55995,34508,27742,0,204,7345,3538,2808,611,,2604,1915,29191,1167,1635,1560,2073,5143,1494,11497,5845,6740,618,438,1536,3938,2035,1533,6109,103,4896,10488,5632,20255,282,75,627,4205,660,10939,24179,1272,3863,13735,1470,5887,42549,5487,2722,6229,4027,5619,6395,3667,19124,222,48960,64099,72138,6291,22296,1053,7205,15533,3956,458,24253,1351,5822,11731,7196,7427,52457,52043,22966,1423,36217,104,707,102,531,14253,1002,733,1582,664,11196,3909,3717,1400,2122,7467,1048,2993,52,2939,1538,619,496,1105,412,1370,1584,4296,315,5080,3922,19494,24243,25853,10310,22357,9171,12257,4270,9346,3891,4943,2676,7344,11193,3664,0,55153,5696,2676,345,300,251,,16,7245,25352,3031,607,971,8395,23374,1973,355,54,1051,169,35107,7535,1498,5375,17966,23,2080,229,8,75,669,728,11159,52053,687,327,1607,1,13969,1813,6068,8098,1835,188,6911,45257,10557,424,999,402,1980,9174,21911,1066,32113,1774,11208,6516,24197,10558,546,695,201,25511,20589,2869,872,6163,8353,278,46313,43789,458,1944,24600,1621,5779,15647,1433,2186,85,8858,4027,16409,5038,2581,11930,406,54,0
2010-10,57011,34473,28009,0,202,7368,3584,2741,624,,2549,1956,29484,1168,1654,1566,2087,5178,1492,11534,5874,6828,626,431,1553,3963,2149,1529,6113,107,4834,10492,5670,20217,274,76,617,4221,653,10941,24388,1260,3847,13803,1486,5949,42305,5499,2723,6219,4075,5606,6348,3652,19059,218,48967,64705,72297,6303,22410,1037,7230,15814,3895,482,24241,1362,5890,11786,7246,7459,52864,52713,22995,1437,36496,102,794,100,533,14290,995,730,1615,661,11267,3856,3728,1421,2140,7454,1038,2993,88,2879,1615,626,502,1059,372,1392,1604,4329,310,5156,3897,19584,24314,26136,10344,22562,9201,12214,4305,9371,3915,4974,2682,7387,11373,3761,0,55220,5727,2745,346,305,250,,43,7357,25525,3058,621,1008,8526,23409,1985,356,54,1046,167,35060,7525,1543,5294,18038,24,2085,244,8,76,692,742,10777,51873,706,321,1620,1,13989,1832,6117,8184,1857,347,6605,45259,10503,442,1030,411,2037,9173,22285,1237,31664,1782,11200,6683,28512,10514,540,679,206,26069,21121,3037,880,6114,8379,290,46587,44063,502,1951,25188,1613,5838,15583,1445,2206,87,8812,3880,16560,5104,2617,12100,403,60,0
2010-11,57916,34566,28638,0,201,7536,3723,2925,636,,2530,1973,29829,1172,1655,1563,2294,5198,1514,11620,5921,6734,625,415,1644,4006,2177,1533,6121,109,4860,10579,5658,20346,279,77,621,4256,659,11049,24643,1270,3879,14155,1548,6014,42705,5533,2739,6191,4112,5695,6359,3673,19232,217,49554,64675,72540,6262,22551,1041,7357,16096,5649,483,24410,1366,5949,11197,7277,7506,53539,53464,23067,1547,36747,103,799,100,540,14320,989,738,1646,671,11306,3818,3724,1417,2152,7387,1046,3074,117,2850,1567,628,514,1045,386,1393,1642,4406,317,5279,3954,19737,24717,26324,10448,22838,9353,12259,4351,9460,3935,5003,2732,7474,11459,3966,0,55354,5815,2791,347,306,253,,46,7516,25900,3083,615,1057,8400,23506,1974,374,55,934,167,34961,7675,1585,5320,18101,24,2080,249,8,76,690,756,10740,52219,725,324,1636,1,14104,1868,6129,8317,1886,617,6805,45366,10589,455,1046,426,2070,9106,22099,1100,31810,1810,11335,7527,29800,10470,536,678,207,26224,21339,3206,903,6133,8390,315,46787,44338,482,2007,25472,1591,5539,15594,1457,2233,87,8784,3877,16701,4975,2663,12329,410,63,0
2010-12,58229,35611,29018,0,198,7675,3717,2938,634,,2584,2032,30126,1211,1664,1547,2293,5268,1501,11705,5994,6752,622,423,1658,4041,2187,1525,6089,111,4898,10612,5710,20310,280,78,614,4820,671,11058,24818,1269,3922,14226,1537,6030,42824,5555,2751,6181,4198,5755,6335,3684,19381,213,49886,64886,72849,6293,22614,1089,7424,16237,5729,487,24481,1363,5999,11183,7331,7526,53939,54150,23082,1564,36931,101,792,67,546,14287,999,747,1595,668,11370,3881,3641,1392,2152,7407,1034,3096,111,2812,1461,633,529,1070,331,1438,1615,4457,322,5292,3993,20093,24801,26549,10453,22892,9403,12276,4357,9573,3974,5049,2726,7454,11565,4059,0,55504,5901,2808,351,370,258,,70,7559,26314,3066,620,1070,8239,23718,1959,389,54,878,170,34851,7623,1761,5302,18165,25,2103,244,7,76,656,759,8605,52313,753,336,1613,1,14145,1826,6113,8377,1925,202,5721,49455,10552,462,1046,430,2054,9257,21114,818,32449,1795,11442,7625,17184,10082,541,767,205,25768,20747,4255,898,6095,8364,321,46909,44433,463,2011,25513,1587,5811,15295,1445,2237,87,8700,3891,16810,4943,2698,12440,407,68,0
2011-01,58036,115135,29190,0,201,7753,3753,2935,675,,2594,2052,30094,1179,1655,1506,2364,5298,1497,11787,6033,6725,618,422,1753,4001,2275,1528,6205,105,4895,10562,5780,20328,281,78,607,4391,676,11161,24962,1318,3917,14300,1557,6152,43054,5564,2771,6083,4273,5781,6390,3754,19601,208,50256,40787,72718,6241,22784,1160,7557,16605,5687,468,24630,1432,5950,10933,7324,7481,54379,54617,22945,1556,37092,103,786,67,530,14384,983,745,1582,694,11469,3846,3747,1390,2118,7374,1073,3064,44,2663,1314,619,467,1050,204,1463,1644,4526,309,5228,4021,20097,24894,26856,10528,23043,9437,12396,4448,9693,4037,5159,2754,7504,11661,4080,0,55407,5983,2783,351,363,265,,75,7635,26468,3055,611,1092,8235,23984,2086,401,54,867,174,34925,7779,1707,5201,18202,28,2126,250,8,76,595,757,8643,51886,783,337,1620,1,14194,1809,6100,8446,1941,206,6334,47931,10482,468,1075,427,2012,9794,21110,571,32197,1795,11423,7831,17029,9756,552,667,144,24401,18618,3180,853,6023,8218,299,47297,44694,460,2041,25806,1534,5598,14539,1396,1944,84,8523,4074,16928,4932,2740,12361,411,66,0
2011-02,58701,114977,29529,0,198,7718,3951,2937,685,,2625,2072,30271,1181,1638,1488,2331,5314,1480,11813,6032,6770,632,426,1746,3955,2280,1512,6173,110,4887,10584,5651,20303,269,79,607,4384,687,11219,25230,1330,3928,14353,1572,6163,43073,5621,2749,6107,4263,5811,6390,3811,19686,212,50512,40986,72965,6211,22731,1143,7531,16925,5753,484,24762,1428,5986,10842,7358,7494,49809,55340,23094,1589,37260,104,776,69,542,14491,990,754,1589,826,11651,3882,3748,1392,2065,7363,1056,3059,44,2652,1303,617,463,1056,203,1436,1648,4577,298,5343,4060,20222,25011,27025,10483,23162,11150,12434,4433,10049,4047,5159,2806,7498,11685,4118,0,55086,5985,2810,350,342,262,,75,7707,25641,2866,615,1101,8294,24409,2014,410,54,844,174,34921,7800,1714,5240,18194,29,2115,253,8,76,606,747,8547,51999,790,338,1626,1,14258,1803,6084,8491,1929,202,6462,48183,10406,465,1062,421,2034,9690,21408,552,32678,1804,11504,7862,18157,10367,557,667,180,24111,18387,2947,854,6055,8063,305,47573,44667,474,2125,26036,1552,5671,14648,1410,1951,84,8678,4098,17062,4942,2770,12471,396,74,34
2011-03,58746,116528,30097,0,195,7606,3988,2928,664,,2685,2133,30395,1163,1649,1477,2342,5376,1495,11899,6035,7057,618,438,1731,3964,2284,1478,6194,109,4849,10688,6141,20428,265,77,614,4428,706,11226,25346,1344,3896,14397,1576,6200,43586,5650,2768,6145,4226,5826,6404,3892,19747,210,50887,41039,73801,6264,22698,1139,7650,17254,5846,475,25673,1365,5986,10821,7325,7665,50454,55923,23150,1601,37725,100,788,65,588,14553,990,776,1608,814,11812,3879,3729,1393,2118,7444,1168,3121,46,2622,1281,647,456,999,206,1400,1670,4632,301,5444,4090,20486,25273,27743,10572,23615,11040,12529,4411,10168,4137,5207,2826,7516,11784,4012,0,55197,6042,2807,351,313,202,,72,7707,25520,2875,622,1117,8297,24680,1738,402,52,805,174,34942,7782,1741,5181,18224,31,2159,251,7,76,612,729,8545,52083,803,334,1606,1,14458,1805,6112,8517,1953,202,6931,48378,10315,487,1098,430,2107,9906,21918,494,32752,1800,11658,8393,19918,11223,548,646,179,25992,21570,2861,1005,6106,7989,322,48762,45162,526,2152,26433,1584,5527,14846,1455,2170,86,8783,4006,17091,5000,2858,12655,382,71,35
2011-04,59595,116177,31720,1,193,7641,4096,2945,673,,2730,2171,30291,1150,1650,1501,2338,5336,1505,11906,6076,7229,619,438,1754,3989,2274,1482,6147,111,4860,10672,6410,20475,266,80,617,4472,690,11377,25435,1339,3744,14466,1810,6199,43731,5675,2752,6136,4277,5991,6487,3917,19823,208,51370,41176,73939,6287,22620,1184,7790,17318,5896,479,25440,1359,5931,10587,7306,7804,50614,56664,23059,1614,38121,98,793,67,608,14698,997,786,1658,849,11954,3972,3639,1399,2150,7294,1323,3071,45,2594,1238,687,447,1002,211,1395,1693,4678,298,5582,4146,20676,25412,28209,10706,23817,11087,12885,4481,10237,4326,5301,2867,7560,12055,4078,0,55407,6094,2831,348,316,258,,76,7862,25672,2862,652,1155,8373,24944,1796,407,52,793,176,34863,7796,1777,5265,18287,32,2120,262,7,82,638,724,8580,52816,814,346,1685,1,14706,1815,6167,8466,1912,199,7636,49229,10500,509,1136,438,2142,10162,23066,557,33539,1857,12502,8861,22989,12273,541,646,178,26998,22648,7601,1027,6260,8269,350,49206,45687,549,2166,26735,1618,5954,15091,1507,2359,90,8652,3971,16917,5072,2916,12913,367,74,31
2011-05,60073,116377,31915,2,193,7796,3836,3125,706,,2760,2181,30153,1196,1655,1533,2346,5382,1485,11858,6110,7224,618,453,1765,4020,2254,1461,6047,116,4835,10611,5656,20387,263,78,620,4495,687,11449,25277,1353,3750,14443,1609,6121,43570,5670,2794,6139,4293,5925,6464,3898,19782,202,51411,41172,73895,6223,22682,1188,7914,17335,5857,481,25699,1384,5913,10227,7346,7893,50600,56845,23074,1309,36908,96,782,65,610,14709,978,779,1603,848,12010,3947,3883,1402,2048,7296,1339,3142,49,2605,1249,709,458,995,290,1387,1713,4629,296,5673,4149,20991,26077,28392,10806,23880,11212,13019,4534,10330,4427,5324,2881,7554,12075,4216,0,55408,6053,2834,350,321,218,,76,8043,25552,2846,630,1190,8414,26378,2126,398,52,799,173,34860,7809,2322,5401,18170,36,2148,282,7,81,630,736,8749,52392,809,325,1680,1,14504,1836,6186,8491,1951,213,7561,49281,10729,519,1148,447,2168,11246,23871,596,33929,1886,12739,8593,23484,12372,537,616,184,27556,23122,9849,1042,6366,8349,372,49283,46148,580,2170,27087,1654,6107,15218,1543,2311,90,8656,4016,16988,5016,2967,13138,348,75,32
2011-06,60432,116777,32246,3,196,7819,3841,3123,713,,2785,2162,30296,1201,1664,1556,2354,5379,1444,11823,6144,7213,622,458,1794,4040,2243,1451,6015,121,4773,10662,5702,20344,251,77,619,4502,700,11483,25211,1359,3719,14440,1615,6144,43541,5580,2764,6117,4271,5994,6448,3934,19791,200,51600,41600,74154,6170,22541,1258,7999,17445,5856,493,25941,1389,5874,10172,7422,7797,50643,57200,23168,1320,37150,94,792,66,612,14773,956,776,1623,842,12046,3985,3841,1403,2048,7285,1381,3133,54,2599,1285,671,435,995,303,1404,1698,4613,297,5664,4145,21158,26223,28764,10831,24020,11258,13325,4537,10327,4413,5320,2855,7520,12151,4248,0,55387,6113,2595,350,322,215,,78,8139,25551,2845,634,1230,8561,26763,2019,413,52,788,174,34851,7838,2307,5387,18107,37,2296,279,6,82,626,735,8765,51660,801,332,1703,1,14728,1850,6194,8356,1959,216,6825,49082,10647,532,1187,455,2161,12123,23995,598,33808,1873,11772,8910,20278,11999,607,587,180,28016,23433,8343,1033,6373,8361,398,49600,46313,618,2153,27449,1719,6257,15403,1558,2247,112,8719,3909,16985,5245,2927,13034,351,79,33
2011-07,60813,116481,32531,3,196,7920,3809,3089,738,,2802,2019,30598,1197,1647,1598,2370,5413,1443,11735,6137,5635,606,478,1809,4087,2240,1463,5880,116,4750,10597,5778,20378,313,77,617,4560,681,11555,25221,1368,3957,14311,1559,6168,43411,5895,2760,6072,4252,5971,6443,3991,19861,206,51929,43259,74285,6316,22652,1266,8167,17539,5970,504,26070,1381,5826,10205,7486,7803,51268,57730,23214,1336,37625,98,785,63,616,14865,950,774,1623,843,12157,3964,3833,1401,2059,7273,1331,3151,50,2637,1329,682,428,1013,228,1367,1695,4690,295,5776,4176,21257,26429,29161,10941,24133,11150,13706,4577,10556,4427,5403,2867,7516,12211,4302,0,55181,6121,2616,358,331,215,,70,7676,25310,2851,653,1248,8370,27295,1900,341,52,759,178,34717,8212,2387,5496,18095,38,2303,282,6,82,619,740,8804,52044,803,341,1709,1,14732,1863,6215,8395,1999,193,6723,49471,11273,536,1194,460,2085,12227,23928,623,34055,1895,11845,8874,20200,11530,629,591,152,27643,22644,3429,1069,6372,8394,391,49895,46304,621,2169,27726,1762,6331,15216,1582,2245,113,8684,3924,17002,5343,2896,13169,369,77,32
2011-08,61178,118496,32989,2,198,8053,3862,3091,737,,2794,2003,30389,1197,1669,1595,2361,5457,1444,11751,5613,5629,605,490,1800,4064,2235,1453,5853,120,4734,10626,5715,20371,307,74,619,4572,660,11600,25215,1349,3949,14317,1556,6197,43523,5909,2789,6044,4237,5987,6448,4022,19884,207,52195,43514,74743,6350,22484,1276,8268,17739,6092,503,25783,1391,5846,10195,7482,7819,51480,57889,23190,1358,38029,99,789,68,615,14905,936,787,1621,843,12134,3948,3814,1468,2069,7357,1327,3090,52,2590,1326,689,416,1032,229,1334,2305,4733,306,5787,4197,21391,26358,29026,10905,24076,11064,13852,4542,10921,4394,5505,2849,7499,12105,4368,0,54794,6089,2647,358,329,247,,72,7930,25403,2855,652,1322,8173,27422,1895,329,49,752,179,34792,8236,2381,5431,18098,36,2318,280,6,82,623,725,8722,52043,815,349,1729,1,14878,1847,6203,8377,2015,215,7056,49448,11377,565,1188,463,2102,14273,24163,667,34347,1917,11975,8788,22114,11599,642,585,139,26817,22301,3745,1056,6403,8524,477,50126,46161,627,2149,27756,1787,6428,15358,1568,2234,111,7528,3961,16993,5171,2909,13140,368,75,1332
2011-09,62732,118997,33164,2,198,8210,3881,3155,755,,2759,2061,30881,1191,1692,1581,2342,5537,1462,11851,5681,5817,605,491,1818,4065,2212,1457,5884,112,4752,10710,5753,20429,295,79,620,4594,661,11652,25330,1351,4040,14272,1554,6252,43734,5916,2795,6083,4358,6008,6445,4015,20009,209,52183,44959,75257,6456,22543,1283,8367,17795,6088,487,25841,1382,5196,10073,7498,7864,51730,58129,23261,1358,38283,100,802,67,619,14924,930,781,1625,841,12222,3854,3836,1464,2078,7362,1339,3138,56,2617,1325,713,414,1026,227,1313,2239,4729,309,5777,4244,21613,26580,29116,10918,24455,11082,14048,4599,11044,4326,5571,2881,7554,12234,4439,0,55068,6107,2678,358,328,244,,74,7927,25854,2860,662,1341,8196,27606,1956,319,49,767,172,35032,8257,2352,5482,18134,38,2346,280,6,82,630,726,8713,52533,818,359,1701,1,15265,1893,6246,8442,2042,203,6769,50552,11199,573,1210,467,2137,14488,23963,675,34887,1924,11961,9733,19759,11940,631,584,183,27947,23450,3921,1112,6367,8499,459,50410,46393,655,2174,28141,1861,6355,15793,1536,2222,112,7538,3944,17091,5134,2962,13231,354,75,1337
